Driver,Team,GridPosition,Position,ClassifiedPosition,Status,Points,Season,Race,RoundNumber
SAI,Ferrari,18.0,4.0,4,Finished,12.0,2022,Italian Grand Prix,16
HAM,Mercedes,19.0,5.0,5,Finished,10.0,2022,Italian Grand Prix,16
PER,Red Bull Racing,13.0,6.0,6,Finished,9.0,2022,Italian Grand Prix,16
NOR,McLaren,3.0,7.0,7,Finished,6.0,2022,Italian Grand Prix,16
GAS,AlphaTauri,5.0,8.0,8,Finished,4.0,2022,Italian Grand Prix,16
DEV,Williams,8.0,9.0,9,Finished,2.0,2022,Italian Grand Prix,16
ZHO,Alfa Romeo,9.0,10.0,10,Finished,1.0,2022,Italian Grand Prix,16
OCO,Alpine,14.0,11.0,11,Finished,0.0,2022,Italian Grand Prix,16
MSC,Haas F1 Team,17.0,12.0,12,Finished,0.0,2022,Italian Grand Prix,16
BOT,Alfa Romeo,15.0,13.0,13,+1 Lap,0.0,2022,Italian Grand Prix,16
TSU,AlphaTauri,20.0,14.0,14,+1 Lap,0.0,2022,Italian Grand Prix,16
LAT,Williams,10.0,15.0,15,+1 Lap,0.0,2022,Italian Grand Prix,16
MAG,Haas F1 Team,16.0,16.0,16,+1 Lap,0.0,2022,Italian Grand Prix,16
RIC,McLaren,4.0,17.0,R,Oil leak,0.0,2022,Italian Grand Prix,16
STR,Aston Martin,12.0,18.0,R,Engine,0.0,2022,Italian Grand Prix,16
ALO,Alpine,6.0,19.0,R,Water pressure,0.0,2022,Italian Grand Prix,16
VET,Aston Martin,11.0,20.0,R,Engine,0.0,2022,Italian Grand Prix,16
PER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2022,Singapore Grand Prix,17
LEC,Ferrari,1.0,2.0,2,Finished,18.0,2022,Singapore Grand Prix,17
SAI,Ferrari,4.0,3.0,3,Finished,15.0,2022,Singapore Grand Prix,17
NOR,McLaren,6.0,4.0,4,Finished,12.0,2022,Singapore Grand Prix,17
RIC,McLaren,16.0,5.0,5,Finished,10.0,2022,Singapore Grand Prix,17
STR,Aston Martin,11.0,6.0,6,Finished,8.0,2022,Singapore Grand Prix,17
VER,Red Bull Racing,8.0,7.0,7,Finished,6.0,2022,Singapore Grand Prix,17
VET,Aston Martin,13.0,8.0,8,Finished,4.0,2022,Singapore Grand Prix,17
HAM,Mercedes,3.0,9.0,9,Finished,2.0,2022,Singapore Grand Prix,17
GAS,AlphaTauri,7.0,10.0,10,Finished,1.0,2022,Singapore Grand Prix,17
BOT,Alfa Romeo,15.0,11.0,11,Finished,0.0,2022,Singapore Grand Prix,17
MAG,Haas F1 Team,9.0,12.0,12,Finished,0.0,2022,Singapore Grand Prix,17
MSC,Haas F1 Team,12.0,13.0,13,+1 Lap,0.0,2022,Singapore Grand Prix,17
RUS,Mercedes,0.0,14.0,14,+2 Laps,0.0,2022,Singapore Grand Prix,17
TSU,AlphaTauri,10.0,15.0,R,Accident,0.0,2022,Singapore Grand Prix,17
OCO,Alpine,17.0,16.0,R,Engine,0.0,2022,Singapore Grand Prix,17
ALB,Williams,18.0,17.0,R,Collision damage,0.0,2022,Singapore Grand Prix,17
ALO,Alpine,5.0,18.0,R,Engine,0.0,2022,Singapore Grand Prix,17
LAT,Williams,19.0,19.0,R,Collision damage,0.0,2022,Singapore Grand Prix,17
ZHO,Alfa Romeo,14.0,20.0,R,Collision,0.0,2022,Singapore Grand Prix,17
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2022,Japanese Grand Prix,18
PER,Red Bull Racing,4.0,2.0,2,Finished,18.0,2022,Japanese Grand Prix,18
LEC,Ferrari,2.0,3.0,3,Finished,15.0,2022,Japanese Grand Prix,18
OCO,Alpine,5.0,4.0,4,Finished,12.0,2022,Japanese Grand Prix,18
HAM,Mercedes,6.0,5.0,5,Finished,10.0,2022,Japanese Grand Prix,18
VET,Aston Martin,9.0,6.0,6,Finished,8.0,2022,Japanese Grand Prix,18
ALO,Alpine,7.0,7.0,7,Finished,6.0,2022,Japanese Grand Prix,18
RUS,Mercedes,8.0,8.0,8,Finished,4.0,2022,Japanese Grand Prix,18
LAT,Williams,20.0,9.0,9,Finished,2.0,2022,Japanese Grand Prix,18
NOR,McLaren,10.0,10.0,10,Finished,1.0,2022,Japanese Grand Prix,18
RIC,McLaren,11.0,11.0,11,Finished,0.0,2022,Japanese Grand Prix,18
STR,Aston Martin,19.0,12.0,12,Finished,0.0,2022,Japanese Grand Prix,18
TSU,AlphaTauri,13.0,13.0,13,Finished,0.0,2022,Japanese Grand Prix,18
MAG,Haas F1 Team,18.0,14.0,14,Finished,0.0,2022,Japanese Grand Prix,18
BOT,Alfa Romeo,12.0,15.0,15,Finished,0.0,2022,Japanese Grand Prix,18
ZHO,Alfa Romeo,14.0,16.0,16,Finished,0.0,2022,Japanese Grand Prix,18
MSC,Haas F1 Team,15.0,17.0,17,Finished,0.0,2022,Japanese Grand Prix,18
GAS,AlphaTauri,17.0,18.0,18,Finished,0.0,2022,Japanese Grand Prix,18
SAI,Ferrari,3.0,19.0,R,Accident,0.0,2022,Japanese Grand Prix,18
ALB,Williams,16.0,20.0,R,Hydraulics,0.0,2022,Japanese Grand Prix,18
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2022,United States Grand Prix,19
HAM,Mercedes,3.0,2.0,2,Finished,18.0,2022,United States Grand Prix,19
LEC,Ferrari,12.0,3.0,3,Finished,15.0,2022,United States Grand Prix,19
PER,Red Bull Racing,9.0,4.0,4,Finished,12.0,2022,United States Grand Prix,19
RUS,Mercedes,4.0,5.0,5,Finished,11.0,2022,United States Grand Prix,19
NOR,McLaren,6.0,6.0,6,Finished,8.0,2022,United States Grand Prix,19
ALO,Alpine,14.0,7.0,7,Finished,6.0,2022,United States Grand Prix,19
VET,Aston Martin,10.0,8.0,8,Finished,4.0,2022,United States Grand Prix,19
MAG,Haas F1 Team,13.0,9.0,9,Finished,2.0,2022,United States Grand Prix,19
TSU,AlphaTauri,19.0,10.0,10,Finished,1.0,2022,United States Grand Prix,19
OCO,Alpine,0.0,11.0,11,Finished,0.0,2022,United States Grand Prix,19
ZHO,Alfa Romeo,18.0,12.0,12,Finished,0.0,2022,United States Grand Prix,19
ALB,Williams,8.0,13.0,13,Finished,0.0,2022,United States Grand Prix,19
GAS,AlphaTauri,11.0,14.0,14,Finished,0.0,2022,United States Grand Prix,19
MSC,Haas F1 Team,16.0,15.0,15,Finished,0.0,2022,United States Grand Prix,19
RIC,McLaren,15.0,16.0,16,Finished,0.0,2022,United States Grand Prix,19
LAT,Williams,17.0,17.0,17,Finished,0.0,2022,United States Grand Prix,19
STR,Aston Martin,5.0,18.0,R,Collision,0.0,2022,United States Grand Prix,19
BOT,Alfa Romeo,7.0,19.0,R,Spun off,0.0,2022,United States Grand Prix,19
SAI,Ferrari,1.0,20.0,R,Collision damage,0.0,2022,United States Grand Prix,19
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2022,Mexico City Grand Prix,20
HAM,Mercedes,3.0,2.0,2,Finished,18.0,2022,Mexico City Grand Prix,20
PER,Red Bull Racing,4.0,3.0,3,Finished,15.0,2022,Mexico City Grand Prix,20
RUS,Mercedes,2.0,4.0,4,Finished,13.0,2022,Mexico City Grand Prix,20
SAI,Ferrari,5.0,5.0,5,Finished,10.0,2022,Mexico City Grand Prix,20
LEC,Ferrari,7.0,6.0,6,Finished,8.0,2022,Mexico City Grand Prix,20
RIC,McLaren,11.0,7.0,7,+1 Lap,6.0,2022,Mexico City Grand Prix,20
OCO,Alpine,10.0,8.0,8,+1 Lap,4.0,2022,Mexico City Grand Prix,20
NOR,McLaren,8.0,9.0,9,+1 Lap,2.0,2022,Mexico City Grand Prix,20
BOT,Alfa Romeo,6.0,10.0,10,+1 Lap,1.0,2022,Mexico City Grand Prix,20
GAS,AlphaTauri,14.0,11.0,11,+1 Lap,0.0,2022,Mexico City Grand Prix,20
ALB,Williams,17.0,12.0,12,+1 Lap,0.0,2022,Mexico City Grand Prix,20
ZHO,Alfa Romeo,12.0,13.0,13,+1 Lap,0.0,2022,Mexico City Grand Prix,20
VET,Aston Martin,16.0,14.0,14,+1 Lap,0.0,2022,Mexico City Grand Prix,20
STR,Aston Martin,20.0,15.0,15,+1 Lap,0.0,2022,Mexico City Grand Prix,20
MSC,Haas F1 Team,15.0,16.0,16,+1 Lap,0.0,2022,Mexico City Grand Prix,20
MAG,Haas F1 Team,19.0,17.0,17,+1 Lap,0.0,2022,Mexico City Grand Prix,20
LAT,Williams,18.0,18.0,18,+2 Laps,0.0,2022,Mexico City Grand Prix,20
ALO,Alpine,9.0,19.0,19,Engine,0.0,2022,Mexico City Grand Prix,20
TSU,AlphaTauri,13.0,20.0,R,Collision damage,0.0,2022,Mexico City Grand Prix,20
RUS,Mercedes,1.0,1.0,1,Finished,26.0,2022,São Paulo Grand Prix,21
HAM,Mercedes,2.0,2.0,2,Finished,18.0,2022,São Paulo Grand Prix,21
SAI,Ferrari,7.0,3.0,3,Finished,15.0,2022,São Paulo Grand Prix,21
LEC,Ferrari,5.0,4.0,4,Finished,12.0,2022,São Paulo Grand Prix,21
ALO,Alpine,17.0,5.0,5,Finished,10.0,2022,São Paulo Grand Prix,21
VER,Red Bull Racing,3.0,6.0,6,Finished,8.0,2022,São Paulo Grand Prix,21
PER,Red Bull Racing,4.0,7.0,7,Finished,6.0,2022,São Paulo Grand Prix,21
OCO,Alpine,16.0,8.0,8,Finished,4.0,2022,São Paulo Grand Prix,21
BOT,Alfa Romeo,14.0,9.0,9,Finished,2.0,2022,São Paulo Grand Prix,21
STR,Aston Martin,15.0,10.0,10,Finished,1.0,2022,São Paulo Grand Prix,21
VET,Aston Martin,9.0,11.0,11,Finished,0.0,2022,São Paulo Grand Prix,21
ZHO,Alfa Romeo,13.0,12.0,12,Finished,0.0,2022,São Paulo Grand Prix,21
MSC,Haas F1 Team,12.0,13.0,13,Finished,0.0,2022,São Paulo Grand Prix,21
GAS,AlphaTauri,10.0,14.0,14,Finished,0.0,2022,São Paulo Grand Prix,21
ALB,Williams,19.0,15.0,15,Finished,0.0,2022,São Paulo Grand Prix,21
LAT,Williams,18.0,16.0,16,Finished,0.0,2022,São Paulo Grand Prix,21
TSU,AlphaTauri,0.0,17.0,17,+1 Lap,0.0,2022,São Paulo Grand Prix,21
NOR,McLaren,6.0,18.0,R,Gearbox,0.0,2022,São Paulo Grand Prix,21
MAG,Haas F1 Team,8.0,19.0,R,Collision,0.0,2022,São Paulo Grand Prix,21
RIC,McLaren,11.0,20.0,R,Collision,0.0,2022,São Paulo Grand Prix,21
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2022,Abu Dhabi Grand Prix,22
LEC,Ferrari,3.0,2.0,2,Finished,18.0,2022,Abu Dhabi Grand Prix,22
PER,Red Bull Racing,2.0,3.0,3,Finished,15.0,2022,Abu Dhabi Grand Prix,22
SAI,Ferrari,4.0,4.0,4,Finished,12.0,2022,Abu Dhabi Grand Prix,22
RUS,Mercedes,6.0,5.0,5,Finished,10.0,2022,Abu Dhabi Grand Prix,22
NOR,McLaren,7.0,6.0,6,Finished,9.0,2022,Abu Dhabi Grand Prix,22
OCO,Alpine,8.0,7.0,7,Finished,6.0,2022,Abu Dhabi Grand Prix,22
STR,Aston Martin,14.0,8.0,8,Finished,4.0,2022,Abu Dhabi Grand Prix,22
RIC,McLaren,13.0,9.0,9,Finished,2.0,2022,Abu Dhabi Grand Prix,22
VET,Aston Martin,9.0,10.0,10,Finished,1.0,2022,Abu Dhabi Grand Prix,22
TSU,AlphaTauri,11.0,11.0,11,Finished,0.0,2022,Abu Dhabi Grand Prix,22
ZHO,Alfa Romeo,15.0,12.0,12,+1 Lap,0.0,2022,Abu Dhabi Grand Prix,22
ALB,Williams,19.0,13.0,13,+1 Lap,0.0,2022,Abu Dhabi Grand Prix,22
GAS,AlphaTauri,17.0,14.0,14,+1 Lap,0.0,2022,Abu Dhabi Grand Prix,22
BOT,Alfa Romeo,18.0,15.0,15,+1 Lap,0.0,2022,Abu Dhabi Grand Prix,22
MSC,Haas F1 Team,12.0,16.0,16,+1 Lap,0.0,2022,Abu Dhabi Grand Prix,22
MAG,Haas F1 Team,16.0,17.0,17,+1 Lap,0.0,2022,Abu Dhabi Grand Prix,22
HAM,Mercedes,5.0,18.0,18,Hydraulics,0.0,2022,Abu Dhabi Grand Prix,22
LAT,Williams,20.0,19.0,19,Collision damage,0.0,2022,Abu Dhabi Grand Prix,22
ALO,Alpine,10.0,20.0,R,Water leak,0.0,2022,Abu Dhabi Grand Prix,22
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2023,Bahrain Grand Prix,1
PER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2023,Bahrain Grand Prix,1
ALO,Aston Martin,5.0,3.0,3,Finished,15.0,2023,Bahrain Grand Prix,1
SAI,Ferrari,4.0,4.0,4,Finished,12.0,2023,Bahrain Grand Prix,1
HAM,Mercedes,7.0,5.0,5,Finished,10.0,2023,Bahrain Grand Prix,1
STR,Aston Martin,8.0,6.0,6,Finished,8.0,2023,Bahrain Grand Prix,1
RUS,Mercedes,6.0,7.0,7,Finished,6.0,2023,Bahrain Grand Prix,1
BOT,Alfa Romeo,12.0,8.0,8,Finished,4.0,2023,Bahrain Grand Prix,1
GAS,Alpine,20.0,9.0,9,Finished,2.0,2023,Bahrain Grand Prix,1
ALB,Williams,15.0,10.0,10,Finished,1.0,2023,Bahrain Grand Prix,1
TSU,AlphaTauri,14.0,11.0,11,Finished,0.0,2023,Bahrain Grand Prix,1
SAR,Williams,16.0,12.0,12,Lapped,0.0,2023,Bahrain Grand Prix,1
MAG,Haas F1 Team,17.0,13.0,13,Lapped,0.0,2023,Bahrain Grand Prix,1
DEV,AlphaTauri,19.0,14.0,14,Lapped,0.0,2023,Bahrain Grand Prix,1
HUL,Haas F1 Team,10.0,15.0,15,Lapped,0.0,2023,Bahrain Grand Prix,1
ZHO,Alfa Romeo,13.0,16.0,16,Lapped,0.0,2023,Bahrain Grand Prix,1
NOR,McLaren,11.0,17.0,17,Lapped,0.0,2023,Bahrain Grand Prix,1
OCO,Alpine,9.0,18.0,R,Retired,0.0,2023,Bahrain Grand Prix,1
LEC,Ferrari,3.0,19.0,R,Retired,0.0,2023,Bahrain Grand Prix,1
PIA,McLaren,18.0,20.0,R,Retired,0.0,2023,Bahrain Grand Prix,1
PER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2023,Saudi Arabian Grand Prix,2
VER,Red Bull Racing,15.0,2.0,2,Finished,19.0,2023,Saudi Arabian Grand Prix,2
ALO,Aston Martin,2.0,3.0,3,Finished,15.0,2023,Saudi Arabian Grand Prix,2
RUS,Mercedes,3.0,4.0,4,Finished,12.0,2023,Saudi Arabian Grand Prix,2
HAM,Mercedes,7.0,5.0,5,Finished,10.0,2023,Saudi Arabian Grand Prix,2
SAI,Ferrari,4.0,6.0,6,Finished,8.0,2023,Saudi Arabian Grand Prix,2
LEC,Ferrari,12.0,7.0,7,Finished,6.0,2023,Saudi Arabian Grand Prix,2
OCO,Alpine,6.0,8.0,8,Finished,4.0,2023,Saudi Arabian Grand Prix,2
GAS,Alpine,9.0,9.0,9,Finished,2.0,2023,Saudi Arabian Grand Prix,2
MAG,Haas F1 Team,13.0,10.0,10,Finished,1.0,2023,Saudi Arabian Grand Prix,2
TSU,AlphaTauri,16.0,11.0,11,Finished,0.0,2023,Saudi Arabian Grand Prix,2
HUL,Haas F1 Team,10.0,12.0,12,Finished,0.0,2023,Saudi Arabian Grand Prix,2
ZHO,Alfa Romeo,11.0,13.0,13,Finished,0.0,2023,Saudi Arabian Grand Prix,2
DEV,AlphaTauri,18.0,14.0,14,Finished,0.0,2023,Saudi Arabian Grand Prix,2
PIA,McLaren,8.0,15.0,15,Finished,0.0,2023,Saudi Arabian Grand Prix,2
SAR,Williams,20.0,16.0,16,Finished,0.0,2023,Saudi Arabian Grand Prix,2
NOR,McLaren,19.0,17.0,17,Finished,0.0,2023,Saudi Arabian Grand Prix,2
BOT,Alfa Romeo,14.0,18.0,18,Lapped,0.0,2023,Saudi Arabian Grand Prix,2
ALB,Williams,17.0,19.0,R,Retired,0.0,2023,Saudi Arabian Grand Prix,2
STR,Aston Martin,5.0,20.0,R,Retired,0.0,2023,Saudi Arabian Grand Prix,2
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2023,Australian Grand Prix,3
HAM,Mercedes,3.0,2.0,2,Finished,18.0,2023,Australian Grand Prix,3
ALO,Aston Martin,4.0,3.0,3,Finished,15.0,2023,Australian Grand Prix,3
STR,Aston Martin,6.0,4.0,4,Finished,12.0,2023,Australian Grand Prix,3
PER,Red Bull Racing,20.0,5.0,5,Finished,11.0,2023,Australian Grand Prix,3
NOR,McLaren,13.0,6.0,6,Finished,8.0,2023,Australian Grand Prix,3
HUL,Haas F1 Team,10.0,7.0,7,Finished,6.0,2023,Australian Grand Prix,3
PIA,McLaren,16.0,8.0,8,Finished,4.0,2023,Australian Grand Prix,3
ZHO,Alfa Romeo,17.0,9.0,9,Finished,2.0,2023,Australian Grand Prix,3
TSU,AlphaTauri,12.0,10.0,10,Finished,1.0,2023,Australian Grand Prix,3
BOT,Alfa Romeo,19.0,11.0,11,Finished,0.0,2023,Australian Grand Prix,3
SAI,Ferrari,5.0,12.0,12,Finished,0.0,2023,Australian Grand Prix,3
GAS,Alpine,9.0,13.0,13,Retired,0.0,2023,Australian Grand Prix,3
OCO,Alpine,11.0,14.0,14,Retired,0.0,2023,Australian Grand Prix,3
DEV,AlphaTauri,15.0,15.0,15,Retired,0.0,2023,Australian Grand Prix,3
SAR,Williams,18.0,16.0,16,Retired,0.0,2023,Australian Grand Prix,3
MAG,Haas F1 Team,14.0,17.0,17,Retired,0.0,2023,Australian Grand Prix,3
RUS,Mercedes,2.0,18.0,R,Retired,0.0,2023,Australian Grand Prix,3
ALB,Williams,8.0,19.0,R,Retired,0.0,2023,Australian Grand Prix,3
LEC,Ferrari,7.0,20.0,R,Retired,0.0,2023,Australian Grand Prix,3
PER,Red Bull Racing,3.0,1.0,1,Finished,25.0,2023,Azerbaijan Grand Prix,4
VER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2023,Azerbaijan Grand Prix,4
LEC,Ferrari,1.0,3.0,3,Finished,15.0,2023,Azerbaijan Grand Prix,4
ALO,Aston Martin,6.0,4.0,4,Finished,12.0,2023,Azerbaijan Grand Prix,4
SAI,Ferrari,4.0,5.0,5,Finished,10.0,2023,Azerbaijan Grand Prix,4
HAM,Mercedes,5.0,6.0,6,Finished,8.0,2023,Azerbaijan Grand Prix,4
STR,Aston Martin,9.0,7.0,7,Finished,6.0,2023,Azerbaijan Grand Prix,4
RUS,Mercedes,11.0,8.0,8,Finished,5.0,2023,Azerbaijan Grand Prix,4
NOR,McLaren,7.0,9.0,9,Finished,2.0,2023,Azerbaijan Grand Prix,4
TSU,AlphaTauri,8.0,10.0,10,Finished,1.0,2023,Azerbaijan Grand Prix,4
PIA,McLaren,10.0,11.0,11,Finished,0.0,2023,Azerbaijan Grand Prix,4
ALB,Williams,12.0,12.0,12,Finished,0.0,2023,Azerbaijan Grand Prix,4
MAG,Haas F1 Team,16.0,13.0,13,Finished,0.0,2023,Azerbaijan Grand Prix,4
GAS,Alpine,17.0,14.0,14,Finished,0.0,2023,Azerbaijan Grand Prix,4
OCO,Alpine,19.0,15.0,15,Finished,0.0,2023,Azerbaijan Grand Prix,4
SAR,Williams,14.0,16.0,16,Finished,0.0,2023,Azerbaijan Grand Prix,4
HUL,Haas F1 Team,20.0,17.0,17,Lapped,0.0,2023,Azerbaijan Grand Prix,4
BOT,Alfa Romeo,13.0,18.0,18,Lapped,0.0,2023,Azerbaijan Grand Prix,4
ZHO,Alfa Romeo,15.0,19.0,R,Retired,0.0,2023,Azerbaijan Grand Prix,4
DEV,AlphaTauri,18.0,20.0,R,Retired,0.0,2023,Azerbaijan Grand Prix,4
VER,Red Bull Racing,9.0,1.0,1,Finished,26.0,2023,Miami Grand Prix,5
PER,Red Bull Racing,1.0,2.0,2,Finished,18.0,2023,Miami Grand Prix,5
ALO,Aston Martin,2.0,3.0,3,Finished,15.0,2023,Miami Grand Prix,5
RUS,Mercedes,6.0,4.0,4,Finished,12.0,2023,Miami Grand Prix,5
SAI,Ferrari,3.0,5.0,5,Finished,10.0,2023,Miami Grand Prix,5
HAM,Mercedes,13.0,6.0,6,Finished,8.0,2023,Miami Grand Prix,5
LEC,Ferrari,7.0,7.0,7,Finished,6.0,2023,Miami Grand Prix,5
GAS,Alpine,5.0,8.0,8,Finished,4.0,2023,Miami Grand Prix,5
OCO,Alpine,8.0,9.0,9,Finished,2.0,2023,Miami Grand Prix,5
MAG,Haas F1 Team,4.0,10.0,10,Finished,1.0,2023,Miami Grand Prix,5
TSU,AlphaTauri,17.0,11.0,11,Finished,0.0,2023,Miami Grand Prix,5
STR,Aston Martin,18.0,12.0,12,Finished,0.0,2023,Miami Grand Prix,5
BOT,Alfa Romeo,10.0,13.0,13,Finished,0.0,2023,Miami Grand Prix,5
ALB,Williams,11.0,14.0,14,Finished,0.0,2023,Miami Grand Prix,5
HUL,Haas F1 Team,12.0,15.0,15,Finished,0.0,2023,Miami Grand Prix,5
ZHO,Alfa Romeo,14.0,16.0,16,Finished,0.0,2023,Miami Grand Prix,5
NOR,McLaren,16.0,17.0,17,Finished,0.0,2023,Miami Grand Prix,5
DEV,AlphaTauri,15.0,18.0,18,Finished,0.0,2023,Miami Grand Prix,5
PIA,McLaren,19.0,19.0,19,Lapped,0.0,2023,Miami Grand Prix,5
SAR,Williams,20.0,20.0,20,Lapped,0.0,2023,Miami Grand Prix,5
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2023,Monaco Grand Prix,6
ALO,Aston Martin,2.0,2.0,2,Finished,18.0,2023,Monaco Grand Prix,6
OCO,Alpine,3.0,3.0,3,Finished,15.0,2023,Monaco Grand Prix,6
HAM,Mercedes,5.0,4.0,4,Finished,13.0,2023,Monaco Grand Prix,6
RUS,Mercedes,8.0,5.0,5,Finished,10.0,2023,Monaco Grand Prix,6
LEC,Ferrari,6.0,6.0,6,Finished,8.0,2023,Monaco Grand Prix,6
GAS,Alpine,7.0,7.0,7,Finished,6.0,2023,Monaco Grand Prix,6
SAI,Ferrari,4.0,8.0,8,Finished,4.0,2023,Monaco Grand Prix,6
NOR,McLaren,10.0,9.0,9,Lapped,2.0,2023,Monaco Grand Prix,6
PIA,McLaren,11.0,10.0,10,Lapped,1.0,2023,Monaco Grand Prix,6
BOT,Alfa Romeo,15.0,11.0,11,Lapped,0.0,2023,Monaco Grand Prix,6
DEV,AlphaTauri,12.0,12.0,12,Lapped,0.0,2023,Monaco Grand Prix,6
ZHO,Alfa Romeo,19.0,13.0,13,Lapped,0.0,2023,Monaco Grand Prix,6
ALB,Williams,13.0,14.0,14,Lapped,0.0,2023,Monaco Grand Prix,6
TSU,AlphaTauri,9.0,15.0,15,Lapped,0.0,2023,Monaco Grand Prix,6
PER,Red Bull Racing,20.0,16.0,16,Lapped,0.0,2023,Monaco Grand Prix,6
HUL,Haas F1 Team,18.0,17.0,17,Lapped,0.0,2023,Monaco Grand Prix,6
SAR,Williams,16.0,18.0,18,Lapped,0.0,2023,Monaco Grand Prix,6
MAG,Haas F1 Team,17.0,19.0,19,Retired,0.0,2023,Monaco Grand Prix,6
STR,Aston Martin,14.0,20.0,R,Retired,0.0,2023,Monaco Grand Prix,6
VER,Red Bull Racing,1.0,1.0,1,Finished,26.0,2023,Spanish Grand Prix,7
HAM,Mercedes,4.0,2.0,2,Finished,18.0,2023,Spanish Grand Prix,7
RUS,Mercedes,12.0,3.0,3,Finished,15.0,2023,Spanish Grand Prix,7
PER,Red Bull Racing,11.0,4.0,4,Finished,12.0,2023,Spanish Grand Prix,7
SAI,Ferrari,2.0,5.0,5,Finished,10.0,2023,Spanish Grand Prix,7
STR,Aston Martin,5.0,6.0,6,Finished,8.0,2023,Spanish Grand Prix,7
ALO,Aston Martin,8.0,7.0,7,Finished,6.0,2023,Spanish Grand Prix,7
OCO,Alpine,6.0,8.0,8,Finished,4.0,2023,Spanish Grand Prix,7
ZHO,Alfa Romeo,13.0,9.0,9,Finished,2.0,2023,Spanish Grand Prix,7
GAS,Alpine,10.0,10.0,10,Finished,1.0,2023,Spanish Grand Prix,7
LEC,Ferrari,19.0,11.0,11,Finished,0.0,2023,Spanish Grand Prix,7
TSU,AlphaTauri,15.0,12.0,12,Finished,0.0,2023,Spanish Grand Prix,7
PIA,McLaren,9.0,13.0,13,Lapped,0.0,2023,Spanish Grand Prix,7
DEV,AlphaTauri,14.0,14.0,14,Lapped,0.0,2023,Spanish Grand Prix,7
HUL,Haas F1 Team,7.0,15.0,15,Lapped,0.0,2023,Spanish Grand Prix,7
ALB,Williams,18.0,16.0,16,Lapped,0.0,2023,Spanish Grand Prix,7
NOR,McLaren,3.0,17.0,17,Lapped,0.0,2023,Spanish Grand Prix,7
MAG,Haas F1 Team,17.0,18.0,18,Lapped,0.0,2023,Spanish Grand Prix,7
BOT,Alfa Romeo,16.0,19.0,19,Lapped,0.0,2023,Spanish Grand Prix,7
SAR,Williams,20.0,20.0,20,Lapped,0.0,2023,Spanish Grand Prix,7
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2023,Canadian Grand Prix,8
ALO,Aston Martin,2.0,2.0,2,Finished,18.0,2023,Canadian Grand Prix,8
HAM,Mercedes,3.0,3.0,3,Finished,15.0,2023,Canadian Grand Prix,8
LEC,Ferrari,10.0,4.0,4,Finished,12.0,2023,Canadian Grand Prix,8
SAI,Ferrari,11.0,5.0,5,Finished,10.0,2023,Canadian Grand Prix,8
PER,Red Bull Racing,12.0,6.0,6,Finished,9.0,2023,Canadian Grand Prix,8
ALB,Williams,9.0,7.0,7,Finished,6.0,2023,Canadian Grand Prix,8
OCO,Alpine,6.0,8.0,8,Finished,4.0,2023,Canadian Grand Prix,8
STR,Aston Martin,16.0,9.0,9,Finished,2.0,2023,Canadian Grand Prix,8
BOT,Alfa Romeo,14.0,10.0,10,Finished,1.0,2023,Canadian Grand Prix,8
PIA,McLaren,8.0,11.0,11,Finished,0.0,2023,Canadian Grand Prix,8
GAS,Alpine,15.0,12.0,12,Finished,0.0,2023,Canadian Grand Prix,8
NOR,McLaren,7.0,13.0,13,Finished,0.0,2023,Canadian Grand Prix,8
TSU,AlphaTauri,19.0,14.0,14,Finished,0.0,2023,Canadian Grand Prix,8
HUL,Haas F1 Team,5.0,15.0,15,Lapped,0.0,2023,Canadian Grand Prix,8
ZHO,Alfa Romeo,20.0,16.0,16,Lapped,0.0,2023,Canadian Grand Prix,8
MAG,Haas F1 Team,13.0,17.0,17,Lapped,0.0,2023,Canadian Grand Prix,8
DEV,AlphaTauri,17.0,18.0,18,Lapped,0.0,2023,Canadian Grand Prix,8
RUS,Mercedes,4.0,19.0,R,Retired,0.0,2023,Canadian Grand Prix,8
SAR,Williams,18.0,20.0,R,Retired,0.0,2023,Canadian Grand Prix,8
VER,Red Bull Racing,1.0,1.0,1,Finished,26.0,2023,Austrian Grand Prix,9
LEC,Ferrari,2.0,2.0,2,Finished,18.0,2023,Austrian Grand Prix,9
PER,Red Bull Racing,15.0,3.0,3,Finished,15.0,2023,Austrian Grand Prix,9
NOR,McLaren,4.0,4.0,4,Finished,12.0,2023,Austrian Grand Prix,9
ALO,Aston Martin,7.0,5.0,5,Finished,10.0,2023,Austrian Grand Prix,9
SAI,Ferrari,3.0,6.0,6,Finished,8.0,2023,Austrian Grand Prix,9
RUS,Mercedes,11.0,7.0,7,Finished,6.0,2023,Austrian Grand Prix,9
HAM,Mercedes,5.0,8.0,8,Finished,4.0,2023,Austrian Grand Prix,9
