Driver,Team,GridPosition,Position,ClassifiedPosition,Status,Points,Season,Race,RoundNumber
NOR,McLaren,2.0,20.0,20,Lapped,0.0,2024,Austrian Grand Prix,11
HAM,Mercedes,2.0,1.0,1,Finished,25.0,2024,British Grand Prix,12
VER,Red Bull Racing,4.0,2.0,2,Finished,18.0,2024,British Grand Prix,12
NOR,McLaren,3.0,3.0,3,Finished,15.0,2024,British Grand Prix,12
PIA,McLaren,5.0,4.0,4,Finished,12.0,2024,British Grand Prix,12
SAI,Ferrari,7.0,5.0,5,Finished,11.0,2024,British Grand Prix,12
HUL,Haas F1 Team,6.0,6.0,6,Finished,8.0,2024,British Grand Prix,12
STR,Aston Martin,8.0,7.0,7,Finished,6.0,2024,British Grand Prix,12
ALO,Aston Martin,10.0,8.0,8,Finished,4.0,2024,British Grand Prix,12
ALB,Williams,9.0,9.0,9,Finished,2.0,2024,British Grand Prix,12
TSU,RB,13.0,10.0,10,Finished,1.0,2024,British Grand Prix,12
SAR,Williams,12.0,11.0,11,Finished,0.0,2024,British Grand Prix,12
MAG,Haas F1 Team,17.0,12.0,12,Finished,0.0,2024,British Grand Prix,12
RIC,RB,15.0,13.0,13,Lapped,0.0,2024,British Grand Prix,12
LEC,Ferrari,11.0,14.0,14,Lapped,0.0,2024,British Grand Prix,12
BOT,Kick Sauber,16.0,15.0,15,Lapped,0.0,2024,British Grand Prix,12
OCO,Alpine,18.0,16.0,16,Lapped,0.0,2024,British Grand Prix,12
PER,Red Bull Racing,20.0,17.0,17,Lapped,0.0,2024,British Grand Prix,12
ZHO,Kick Sauber,14.0,18.0,18,Lapped,0.0,2024,British Grand Prix,12
RUS,Mercedes,1.0,19.0,R,Retired,0.0,2024,British Grand Prix,12
GAS,Alpine,19.0,20.0,W,Did not start,0.0,2024,British Grand Prix,12
PIA,McLaren,2.0,1.0,1,Finished,25.0,2024,Hungarian Grand Prix,13
NOR,McLaren,1.0,2.0,2,Finished,18.0,2024,Hungarian Grand Prix,13
HAM,Mercedes,5.0,3.0,3,Finished,15.0,2024,Hungarian Grand Prix,13
LEC,Ferrari,6.0,4.0,4,Finished,12.0,2024,Hungarian Grand Prix,13
VER,Red Bull Racing,3.0,5.0,5,Finished,10.0,2024,Hungarian Grand Prix,13
SAI,Ferrari,4.0,6.0,6,Finished,8.0,2024,Hungarian Grand Prix,13
PER,Red Bull Racing,16.0,7.0,7,Finished,6.0,2024,Hungarian Grand Prix,13
RUS,Mercedes,17.0,8.0,8,Finished,5.0,2024,Hungarian Grand Prix,13
TSU,RB,10.0,9.0,9,Finished,2.0,2024,Hungarian Grand Prix,13
STR,Aston Martin,8.0,10.0,10,Finished,1.0,2024,Hungarian Grand Prix,13
ALO,Aston Martin,7.0,11.0,11,Finished,0.0,2024,Hungarian Grand Prix,13
RIC,RB,9.0,12.0,12,Lapped,0.0,2024,Hungarian Grand Prix,13
HUL,Haas F1 Team,11.0,13.0,13,Lapped,0.0,2024,Hungarian Grand Prix,13
ALB,Williams,13.0,14.0,14,Lapped,0.0,2024,Hungarian Grand Prix,13
MAG,Haas F1 Team,15.0,15.0,15,Lapped,0.0,2024,Hungarian Grand Prix,13
BOT,Kick Sauber,12.0,16.0,16,Lapped,0.0,2024,Hungarian Grand Prix,13
SAR,Williams,14.0,17.0,17,Lapped,0.0,2024,Hungarian Grand Prix,13
OCO,Alpine,19.0,18.0,18,Lapped,0.0,2024,Hungarian Grand Prix,13
ZHO,Kick Sauber,18.0,19.0,19,Lapped,0.0,2024,Hungarian Grand Prix,13
GAS,Alpine,20.0,20.0,R,Retired,0.0,2024,Hungarian Grand Prix,13
HAM,Mercedes,3.0,1.0,1,Finished,25.0,2024,Belgian Grand Prix,14
PIA,McLaren,5.0,2.0,2,Finished,18.0,2024,Belgian Grand Prix,14
LEC,Ferrari,1.0,3.0,3,Finished,15.0,2024,Belgian Grand Prix,14
VER,Red Bull Racing,11.0,4.0,4,Finished,12.0,2024,Belgian Grand Prix,14
NOR,McLaren,4.0,5.0,5,Finished,10.0,2024,Belgian Grand Prix,14
SAI,Ferrari,7.0,6.0,6,Finished,8.0,2024,Belgian Grand Prix,14
PER,Red Bull Racing,2.0,7.0,7,Finished,7.0,2024,Belgian Grand Prix,14
ALO,Aston Martin,8.0,8.0,8,Finished,4.0,2024,Belgian Grand Prix,14
OCO,Alpine,9.0,9.0,9,Finished,2.0,2024,Belgian Grand Prix,14
RIC,RB,13.0,10.0,10,Finished,1.0,2024,Belgian Grand Prix,14
STR,Aston Martin,15.0,11.0,11,Finished,0.0,2024,Belgian Grand Prix,14
ALB,Williams,10.0,12.0,12,Finished,0.0,2024,Belgian Grand Prix,14
GAS,Alpine,12.0,13.0,13,Finished,0.0,2024,Belgian Grand Prix,14
MAG,Haas F1 Team,17.0,14.0,14,Finished,0.0,2024,Belgian Grand Prix,14
BOT,Kick Sauber,14.0,15.0,15,Finished,0.0,2024,Belgian Grand Prix,14
TSU,RB,20.0,16.0,16,Finished,0.0,2024,Belgian Grand Prix,14
SAR,Williams,18.0,17.0,17,Finished,0.0,2024,Belgian Grand Prix,14
HUL,Haas F1 Team,16.0,18.0,18,Finished,0.0,2024,Belgian Grand Prix,14
ZHO,Kick Sauber,19.0,19.0,R,Retired,0.0,2024,Belgian Grand Prix,14
RUS,Mercedes,6.0,20.0,20,Disqualified,0.0,2024,Belgian Grand Prix,14
NOR,McLaren,1.0,1.0,1,Finished,26.0,2024,Dutch Grand Prix,15
VER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2024,Dutch Grand Prix,15
LEC,Ferrari,6.0,3.0,3,Finished,15.0,2024,Dutch Grand Prix,15
PIA,McLaren,3.0,4.0,4,Finished,12.0,2024,Dutch Grand Prix,15
SAI,Ferrari,10.0,5.0,5,Finished,10.0,2024,Dutch Grand Prix,15
PER,Red Bull Racing,5.0,6.0,6,Finished,8.0,2024,Dutch Grand Prix,15
RUS,Mercedes,4.0,7.0,7,Finished,6.0,2024,Dutch Grand Prix,15
HAM,Mercedes,14.0,8.0,8,Finished,4.0,2024,Dutch Grand Prix,15
GAS,Alpine,9.0,9.0,9,Lapped,2.0,2024,Dutch Grand Prix,15
ALO,Aston Martin,7.0,10.0,10,Lapped,1.0,2024,Dutch Grand Prix,15
HUL,Haas F1 Team,12.0,11.0,11,Lapped,0.0,2024,Dutch Grand Prix,15
RIC,RB,13.0,12.0,12,Lapped,0.0,2024,Dutch Grand Prix,15
STR,Aston Martin,8.0,13.0,13,Lapped,0.0,2024,Dutch Grand Prix,15
ALB,Williams,19.0,14.0,14,Lapped,0.0,2024,Dutch Grand Prix,15
OCO,Alpine,15.0,15.0,15,Lapped,0.0,2024,Dutch Grand Prix,15
SAR,Williams,18.0,16.0,16,Lapped,0.0,2024,Dutch Grand Prix,15
TSU,RB,11.0,17.0,17,Lapped,0.0,2024,Dutch Grand Prix,15
MAG,Haas F1 Team,20.0,18.0,18,Lapped,0.0,2024,Dutch Grand Prix,15
BOT,Kick Sauber,16.0,19.0,19,Lapped,0.0,2024,Dutch Grand Prix,15
ZHO,Kick Sauber,17.0,20.0,20,Lapped,0.0,2024,Dutch Grand Prix,15
LEC,Ferrari,4.0,1.0,1,Finished,25.0,2024,Italian Grand Prix,16
PIA,McLaren,2.0,2.0,2,Finished,18.0,2024,Italian Grand Prix,16
NOR,McLaren,1.0,3.0,3,Finished,16.0,2024,Italian Grand Prix,16
SAI,Ferrari,5.0,4.0,4,Finished,12.0,2024,Italian Grand Prix,16
HAM,Mercedes,6.0,5.0,5,Finished,10.0,2024,Italian Grand Prix,16
VER,Red Bull Racing,7.0,6.0,6,Finished,8.0,2024,Italian Grand Prix,16
RUS,Mercedes,3.0,7.0,7,Finished,6.0,2024,Italian Grand Prix,16
PER,Red Bull Racing,8.0,8.0,8,Finished,4.0,2024,Italian Grand Prix,16
ALB,Williams,9.0,9.0,9,Finished,2.0,2024,Italian Grand Prix,16
MAG,Haas F1 Team,13.0,10.0,10,Finished,1.0,2024,Italian Grand Prix,16
ALO,Aston Martin,11.0,11.0,11,Finished,0.0,2024,Italian Grand Prix,16
COL,Williams,18.0,12.0,12,Finished,0.0,2024,Italian Grand Prix,16
RIC,RB,12.0,13.0,13,Finished,0.0,2024,Italian Grand Prix,16
OCO,Alpine,15.0,14.0,14,Lapped,0.0,2024,Italian Grand Prix,16
GAS,Alpine,14.0,15.0,15,Lapped,0.0,2024,Italian Grand Prix,16
BOT,Kick Sauber,19.0,16.0,16,Lapped,0.0,2024,Italian Grand Prix,16
HUL,Haas F1 Team,10.0,17.0,17,Lapped,0.0,2024,Italian Grand Prix,16
ZHO,Kick Sauber,20.0,18.0,18,Lapped,0.0,2024,Italian Grand Prix,16
STR,Aston Martin,17.0,19.0,19,Lapped,0.0,2024,Italian Grand Prix,16
TSU,RB,16.0,20.0,R,Retired,0.0,2024,Italian Grand Prix,16
PIA,McLaren,2.0,1.0,1,Finished,25.0,2024,Azerbaijan Grand Prix,17
LEC,Ferrari,1.0,2.0,2,Finished,18.0,2024,Azerbaijan Grand Prix,17
RUS,Mercedes,5.0,3.0,3,Finished,15.0,2024,Azerbaijan Grand Prix,17
NOR,McLaren,15.0,4.0,4,Finished,13.0,2024,Azerbaijan Grand Prix,17
VER,Red Bull Racing,6.0,5.0,5,Finished,10.0,2024,Azerbaijan Grand Prix,17
ALO,Aston Martin,7.0,6.0,6,Finished,8.0,2024,Azerbaijan Grand Prix,17
ALB,Williams,9.0,7.0,7,Finished,6.0,2024,Azerbaijan Grand Prix,17
COL,Williams,8.0,8.0,8,Finished,4.0,2024,Azerbaijan Grand Prix,17
HAM,Mercedes,19.0,9.0,9,Finished,2.0,2024,Azerbaijan Grand Prix,17
BEA,Haas F1 Team,10.0,10.0,10,Finished,1.0,2024,Azerbaijan Grand Prix,17
HUL,Haas F1 Team,12.0,11.0,11,Finished,0.0,2024,Azerbaijan Grand Prix,17
GAS,Alpine,18.0,12.0,12,Finished,0.0,2024,Azerbaijan Grand Prix,17
RIC,RB,14.0,13.0,13,Finished,0.0,2024,Azerbaijan Grand Prix,17
ZHO,Kick Sauber,17.0,14.0,14,Finished,0.0,2024,Azerbaijan Grand Prix,17
OCO,Alpine,20.0,15.0,15,Lapped,0.0,2024,Azerbaijan Grand Prix,17
BOT,Kick Sauber,16.0,16.0,16,Lapped,0.0,2024,Azerbaijan Grand Prix,17
PER,Red Bull Racing,4.0,17.0,17,Retired,0.0,2024,Azerbaijan Grand Prix,17
SAI,Ferrari,3.0,18.0,18,Retired,0.0,2024,Azerbaijan Grand Prix,17
STR,Aston Martin,13.0,19.0,19,Retired,0.0,2024,Azerbaijan Grand Prix,17
TSU,RB,11.0,20.0,R,Retired,0.0,2024,Azerbaijan Grand Prix,17
NOR,McLaren,1.0,1.0,1,Finished,25.0,2024,Singapore Grand Prix,18
VER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2024,Singapore Grand Prix,18
PIA,McLaren,5.0,3.0,3,Finished,15.0,2024,Singapore Grand Prix,18
RUS,Mercedes,4.0,4.0,4,Finished,12.0,2024,Singapore Grand Prix,18
LEC,Ferrari,9.0,5.0,5,Finished,10.0,2024,Singapore Grand Prix,18
HAM,Mercedes,3.0,6.0,6,Finished,8.0,2024,Singapore Grand Prix,18
SAI,Ferrari,10.0,7.0,7,Finished,6.0,2024,Singapore Grand Prix,18
ALO,Aston Martin,7.0,8.0,8,Lapped,4.0,2024,Singapore Grand Prix,18
HUL,Haas F1 Team,6.0,9.0,9,Lapped,2.0,2024,Singapore Grand Prix,18
PER,Red Bull Racing,13.0,10.0,10,Lapped,1.0,2024,Singapore Grand Prix,18
COL,Williams,12.0,11.0,11,Lapped,0.0,2024,Singapore Grand Prix,18
TSU,RB,8.0,12.0,12,Lapped,0.0,2024,Singapore Grand Prix,18
OCO,Alpine,15.0,13.0,13,Lapped,0.0,2024,Singapore Grand Prix,18
STR,Aston Martin,17.0,14.0,14,Lapped,0.0,2024,Singapore Grand Prix,18
ZHO,Kick Sauber,20.0,15.0,15,Lapped,0.0,2024,Singapore Grand Prix,18
BOT,Kick Sauber,19.0,16.0,16,Lapped,0.0,2024,Singapore Grand Prix,18
GAS,Alpine,18.0,17.0,17,Lapped,0.0,2024,Singapore Grand Prix,18
RIC,RB,16.0,18.0,18,Lapped,0.0,2024,Singapore Grand Prix,18
MAG,Haas F1 Team,14.0,19.0,19,Retired,0.0,2024,Singapore Grand Prix,18
ALB,Williams,11.0,20.0,R,Retired,0.0,2024,Singapore Grand Prix,18
LEC,Ferrari,4.0,1.0,1,Finished,25.0,2024,United States Grand Prix,19
SAI,Ferrari,3.0,2.0,2,Finished,18.0,2024,United States Grand Prix,19
VER,Red Bull Racing,2.0,3.0,3,Finished,15.0,2024,United States Grand Prix,19
NOR,McLaren,1.0,4.0,4,Finished,12.0,2024,United States Grand Prix,19
PIA,McLaren,5.0,5.0,5,Finished,10.0,2024,United States Grand Prix,19
RUS,Mercedes,20.0,6.0,6,Finished,8.0,2024,United States Grand Prix,19
PER,Red Bull Racing,9.0,7.0,7,Finished,6.0,2024,United States Grand Prix,19
HUL,Haas F1 Team,11.0,8.0,8,Finished,4.0,2024,United States Grand Prix,19
LAW,RB,19.0,9.0,9,Finished,2.0,2024,United States Grand Prix,19
COL,Williams,15.0,10.0,10,Finished,1.0,2024,United States Grand Prix,19
MAG,Haas F1 Team,8.0,11.0,11,Finished,0.0,2024,United States Grand Prix,19
GAS,Alpine,6.0,12.0,12,Finished,0.0,2024,United States Grand Prix,19
ALO,Aston Martin,7.0,13.0,13,Lapped,0.0,2024,United States Grand Prix,19
TSU,RB,10.0,14.0,14,Lapped,0.0,2024,United States Grand Prix,19
STR,Aston Martin,13.0,15.0,15,Lapped,0.0,2024,United States Grand Prix,19
ALB,Williams,14.0,16.0,16,Lapped,0.0,2024,United States Grand Prix,19
BOT,Kick Sauber,16.0,17.0,17,Lapped,0.0,2024,United States Grand Prix,19
OCO,Alpine,12.0,18.0,18,Lapped,0.0,2024,United States Grand Prix,19
ZHO,Kick Sauber,18.0,19.0,19,Lapped,0.0,2024,United States Grand Prix,19
HAM,Mercedes,17.0,20.0,R,Retired,0.0,2024,United States Grand Prix,19
SAI,Ferrari,1.0,1.0,1,Finished,25.0,2024,Mexico City Grand Prix,20
NOR,McLaren,3.0,2.0,2,Finished,18.0,2024,Mexico City Grand Prix,20
LEC,Ferrari,4.0,3.0,3,Finished,16.0,2024,Mexico City Grand Prix,20
HAM,Mercedes,6.0,4.0,4,Finished,12.0,2024,Mexico City Grand Prix,20
RUS,Mercedes,5.0,5.0,5,Finished,10.0,2024,Mexico City Grand Prix,20
VER,Red Bull Racing,2.0,6.0,6,Finished,8.0,2024,Mexico City Grand Prix,20
MAG,Haas F1 Team,7.0,7.0,7,Finished,6.0,2024,Mexico City Grand Prix,20
PIA,McLaren,17.0,8.0,8,Finished,4.0,2024,Mexico City Grand Prix,20
HUL,Haas F1 Team,10.0,9.0,9,Lapped,2.0,2024,Mexico City Grand Prix,20
GAS,Alpine,8.0,10.0,10,Lapped,1.0,2024,Mexico City Grand Prix,20
STR,Aston Martin,14.0,11.0,11,Lapped,0.0,2024,Mexico City Grand Prix,20
COL,Williams,16.0,12.0,12,Lapped,0.0,2024,Mexico City Grand Prix,20
OCO,Alpine,0.0,13.0,13,Lapped,0.0,2024,Mexico City Grand Prix,20
BOT,Kick Sauber,15.0,14.0,14,Lapped,0.0,2024,Mexico City Grand Prix,20
ZHO,Kick Sauber,19.0,15.0,15,Lapped,0.0,2024,Mexico City Grand Prix,20
LAW,RB,12.0,16.0,16,Lapped,0.0,2024,Mexico City Grand Prix,20
PER,Red Bull Racing,18.0,17.0,17,Lapped,0.0,2024,Mexico City Grand Prix,20
ALO,Aston Martin,13.0,18.0,R,Retired,0.0,2024,Mexico City Grand Prix,20
ALB,Williams,9.0,19.0,R,Retired,0.0,2024,Mexico City Grand Prix,20
TSU,RB,11.0,20.0,R,Retired,0.0,2024,Mexico City Grand Prix,20
VER,Red Bull Racing,17.0,1.0,1,Finished,26.0,2024,São Paulo Grand Prix,21
OCO,Alpine,4.0,2.0,2,Finished,18.0,2024,São Paulo Grand Prix,21
GAS,Alpine,13.0,3.0,3,Finished,15.0,2024,São Paulo Grand Prix,21
RUS,Mercedes,2.0,4.0,4,Finished,12.0,2024,São Paulo Grand Prix,21
LEC,Ferrari,6.0,5.0,5,Finished,10.0,2024,São Paulo Grand Prix,21
NOR,McLaren,1.0,6.0,6,Finished,8.0,2024,São Paulo Grand Prix,21
TSU,RB,3.0,7.0,7,Finished,6.0,2024,São Paulo Grand Prix,21
PIA,McLaren,8.0,8.0,8,Finished,4.0,2024,São Paulo Grand Prix,21
LAW,RB,5.0,9.0,9,Finished,2.0,2024,São Paulo Grand Prix,21
HAM,Mercedes,14.0,10.0,10,Finished,1.0,2024,São Paulo Grand Prix,21
PER,Red Bull Racing,12.0,11.0,11,Finished,0.0,2024,São Paulo Grand Prix,21
BEA,Haas F1 Team,15.0,12.0,12,Finished,0.0,2024,São Paulo Grand Prix,21
BOT,Kick Sauber,11.0,13.0,13,Finished,0.0,2024,São Paulo Grand Prix,21
ALO,Aston Martin,9.0,14.0,14,Finished,0.0,2024,São Paulo Grand Prix,21
ZHO,Kick Sauber,19.0,15.0,15,Finished,0.0,2024,São Paulo Grand Prix,21
SAI,Ferrari,20.0,16.0,R,Retired,0.0,2024,São Paulo Grand Prix,21
COL,Williams,16.0,17.0,R,Retired,0.0,2024,São Paulo Grand Prix,21
ALB,Williams,7.0,18.0,W,Did not start,0.0,2024,São Paulo Grand Prix,21
STR,Aston Martin,10.0,19.0,W,Did not start,0.0,2024,São Paulo Grand Prix,21
HUL,Haas F1 Team,18.0,20.0,D,Disqualified,0.0,2024,São Paulo Grand Prix,21
RUS,Mercedes,1.0,1.0,1,Finished,25.0,2024,Las Vegas Grand Prix,22
HAM,Mercedes,10.0,2.0,2,Finished,18.0,2024,Las Vegas Grand Prix,22
SAI,Ferrari,2.0,3.0,3,Finished,15.0,2024,Las Vegas Grand Prix,22
LEC,Ferrari,4.0,4.0,4,Finished,12.0,2024,Las Vegas Grand Prix,22
VER,Red Bull Racing,5.0,5.0,5,Finished,10.0,2024,Las Vegas Grand Prix,22
NOR,McLaren,6.0,6.0,6,Finished,9.0,2024,Las Vegas Grand Prix,22
PIA,McLaren,8.0,7.0,7,Finished,6.0,2024,Las Vegas Grand Prix,22
HUL,Haas F1 Team,9.0,8.0,8,Finished,4.0,2024,Las Vegas Grand Prix,22
TSU,RB,7.0,9.0,9,Finished,2.0,2024,Las Vegas Grand Prix,22
PER,Red Bull Racing,15.0,10.0,10,Finished,1.0,2024,Las Vegas Grand Prix,22
ALO,Aston Martin,16.0,11.0,11,Finished,0.0,2024,Las Vegas Grand Prix,22
MAG,Haas F1 Team,12.0,12.0,12,Finished,0.0,2024,Las Vegas Grand Prix,22
ZHO,Kick Sauber,13.0,13.0,13,Finished,0.0,2024,Las Vegas Grand Prix,22
COL,Williams,20.0,14.0,14,Finished,0.0,2024,Las Vegas Grand Prix,22
STR,Aston Martin,18.0,15.0,15,Finished,0.0,2024,Las Vegas Grand Prix,22
LAW,RB,14.0,16.0,16,Finished,0.0,2024,Las Vegas Grand Prix,22
OCO,Alpine,11.0,17.0,17,Lapped,0.0,2024,Las Vegas Grand Prix,22
BOT,Kick Sauber,19.0,18.0,18,Lapped,0.0,2024,Las Vegas Grand Prix,22
ALB,Williams,17.0,19.0,R,Retired,0.0,2024,Las Vegas Grand Prix,22
GAS,Alpine,3.0,20.0,R,Retired,0.0,2024,Las Vegas Grand Prix,22
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2024,Qatar Grand Prix,23
LEC,Ferrari,5.0,2.0,2,Finished,18.0,2024,Qatar Grand Prix,23
PIA,McLaren,4.0,3.0,3,Finished,15.0,2024,Qatar Grand Prix,23
RUS,Mercedes,1.0,4.0,4,Finished,12.0,2024,Qatar Grand Prix,23
GAS,Alpine,11.0,5.0,5,Finished,10.0,2024,Qatar Grand Prix,23
SAI,Ferrari,7.0,6.0,6,Finished,8.0,2024,Qatar Grand Prix,23
ALO,Aston Martin,8.0,7.0,7,Finished,6.0,2024,Qatar Grand Prix,23
ZHO,Kick Sauber,12.0,8.0,8,Finished,4.0,2024,Qatar Grand Prix,23
MAG,Haas F1 Team,10.0,9.0,9,Finished,2.0,2024,Qatar Grand Prix,23
NOR,McLaren,3.0,10.0,10,Finished,2.0,2024,Qatar Grand Prix,23
BOT,Kick Sauber,13.0,11.0,11,Finished,0.0,2024,Qatar Grand Prix,23
HAM,Mercedes,6.0,12.0,12,Finished,0.0,2024,Qatar Grand Prix,23
TSU,RB,14.0,13.0,13,Finished,0.0,2024,Qatar Grand Prix,23
LAW,RB,17.0,14.0,14,Finished,0.0,2024,Qatar Grand Prix,23
ALB,Williams,16.0,15.0,15,Lapped,0.0,2024,Qatar Grand Prix,23
HUL,Haas F1 Team,18.0,16.0,R,Retired,0.0,2024,Qatar Grand Prix,23
PER,Red Bull Racing,9.0,17.0,R,Retired,0.0,2024,Qatar Grand Prix,23
STR,Aston Martin,15.0,18.0,R,Retired,0.0,2024,Qatar Grand Prix,23
COL,Williams,19.0,19.0,R,Retired,0.0,2024,Qatar Grand Prix,23
OCO,Alpine,20.0,20.0,R,Retired,0.0,2024,Qatar Grand Prix,23
NOR,McLaren,1.0,1.0,1,Finished,25.0,2024,Abu Dhabi Grand Prix,24
SAI,Ferrari,3.0,2.0,2,Finished,18.0,2024,Abu Dhabi Grand Prix,24
LEC,Ferrari,19.0,3.0,3,Finished,15.0,2024,Abu Dhabi Grand Prix,24
HAM,Mercedes,16.0,4.0,4,Finished,12.0,2024,Abu Dhabi Grand Prix,24
RUS,Mercedes,6.0,5.0,5,Finished,10.0,2024,Abu Dhabi Grand Prix,24
VER,Red Bull Racing,4.0,6.0,6,Finished,8.0,2024,Abu Dhabi Grand Prix,24
GAS,Alpine,5.0,7.0,7,Finished,6.0,2024,Abu Dhabi Grand Prix,24
HUL,Haas F1 Team,7.0,8.0,8,Finished,4.0,2024,Abu Dhabi Grand Prix,24
ALO,Aston Martin,8.0,9.0,9,Finished,2.0,2024,Abu Dhabi Grand Prix,24
PIA,McLaren,2.0,10.0,10,Finished,1.0,2024,Abu Dhabi Grand Prix,24
ALB,Williams,18.0,11.0,11,Lapped,0.0,2024,Abu Dhabi Grand Prix,24
TSU,RB,11.0,12.0,12,Lapped,0.0,2024,Abu Dhabi Grand Prix,24
ZHO,Kick Sauber,15.0,13.0,13,Lapped,0.0,2024,Abu Dhabi Grand Prix,24
STR,Aston Martin,13.0,14.0,14,Lapped,0.0,2024,Abu Dhabi Grand Prix,24
DOO,Alpine,17.0,15.0,15,Lapped,0.0,2024,Abu Dhabi Grand Prix,24
MAG,Haas F1 Team,14.0,16.0,16,Lapped,0.0,2024,Abu Dhabi Grand Prix,24
LAW,RB,12.0,17.0,17,Retired,0.0,2024,Abu Dhabi Grand Prix,24
BOT,Kick Sauber,9.0,18.0,R,Retired,0.0,2024,Abu Dhabi Grand Prix,24
COL,Williams,20.0,19.0,R,Retired,0.0,2024,Abu Dhabi Grand Prix,24
PER,Red Bull Racing,10.0,20.0,R,Retired,0.0,2024,Abu Dhabi Grand Prix,24
NOR,McLaren,1.0,1.0,1,Finished,25.0,2025,Australian Grand Prix,1
VER,Red Bull Racing,3.0,2.0,2,Finished,18.0,2025,Australian Grand Prix,1
RUS,Mercedes,4.0,3.0,3,Finished,15.0,2025,Australian Grand Prix,1
ANT,Mercedes,16.0,4.0,4,Finished,12.0,2025,Australian Grand Prix,1
ALB,Williams,6.0,5.0,5,Finished,10.0,2025,Australian Grand Prix,1
STR,Aston Martin,13.0,6.0,6,Finished,8.0,2025,Australian Grand Prix,1
HUL,Kick Sauber,17.0,7.0,7,Finished,6.0,2025,Australian Grand Prix,1
LEC,Ferrari,7.0,8.0,8,Finished,4.0,2025,Australian Grand Prix,1
PIA,McLaren,2.0,9.0,9,Finished,2.0,2025,Australian Grand Prix,1
HAM,Ferrari,8.0,10.0,10,Finished,1.0,2025,Australian Grand Prix,1
GAS,Alpine,9.0,11.0,11,Finished,0.0,2025,Australian Grand Prix,1
TSU,Racing Bulls,5.0,12.0,12,Finished,0.0,2025,Australian Grand Prix,1
OCO,Haas F1 Team,19.0,13.0,13,Finished,0.0,2025,Australian Grand Prix,1
BEA,Haas F1 Team,20.0,14.0,14,Finished,0.0,2025,Australian Grand Prix,1
LAW,Red Bull Racing,18.0,15.0,R,Retired,0.0,2025,Australian Grand Prix,1
BOR,Kick Sauber,15.0,16.0,R,Retired,0.0,2025,Australian Grand Prix,1
ALO,Aston Martin,12.0,17.0,R,Retired,0.0,2025,Australian Grand Prix,1
SAI,Williams,10.0,18.0,R,Retired,0.0,2025,Australian Grand Prix,1
DOO,Alpine,14.0,19.0,R,Retired,0.0,2025,Australian Grand Prix,1
HAD,Racing Bulls,11.0,20.0,R,Retired,0.0,2025,Australian Grand Prix,1
PIA,McLaren,1.0,1.0,1,Finished,25.0,2025,Chinese Grand Prix,2
NOR,McLaren,3.0,2.0,2,Finished,18.0,2025,Chinese Grand Prix,2
RUS,Mercedes,2.0,3.0,3,Finished,15.0,2025,Chinese Grand Prix,2
VER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2025,Chinese Grand Prix,2
OCO,Haas F1 Team,11.0,5.0,5,Finished,10.0,2025,Chinese Grand Prix,2
ANT,Mercedes,8.0,6.0,6,Finished,8.0,2025,Chinese Grand Prix,2
ALB,Williams,10.0,7.0,7,Finished,6.0,2025,Chinese Grand Prix,2
BEA,Haas F1 Team,17.0,8.0,8,Finished,4.0,2025,Chinese Grand Prix,2
STR,Aston Martin,14.0,9.0,9,Finished,2.0,2025,Chinese Grand Prix,2
SAI,Williams,15.0,10.0,10,Finished,1.0,2025,Chinese Grand Prix,2
HAD,Racing Bulls,7.0,11.0,11,Finished,0.0,2025,Chinese Grand Prix,2
LAW,Red Bull Racing,20.0,12.0,12,Finished,0.0,2025,Chinese Grand Prix,2
DOO,Alpine,18.0,13.0,13,Finished,0.0,2025,Chinese Grand Prix,2
BOR,Kick Sauber,19.0,14.0,14,Lapped,0.0,2025,Chinese Grand Prix,2
HUL,Kick Sauber,12.0,15.0,15,Lapped,0.0,2025,Chinese Grand Prix,2
TSU,Racing Bulls,9.0,16.0,16,Lapped,0.0,2025,Chinese Grand Prix,2
ALO,Aston Martin,13.0,17.0,R,Retired,0.0,2025,Chinese Grand Prix,2
LEC,Ferrari,6.0,18.0,D,Disqualified,0.0,2025,Chinese Grand Prix,2
HAM,Ferrari,5.0,19.0,D,Disqualified,0.0,2025,Chinese Grand Prix,2
GAS,Alpine,16.0,20.0,D,Disqualified,0.0,2025,Chinese Grand Prix,2
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2025,Japanese Grand Prix,3
NOR,McLaren,2.0,2.0,2,Finished,18.0,2025,Japanese Grand Prix,3
PIA,McLaren,3.0,3.0,3,Finished,15.0,2025,Japanese Grand Prix,3
LEC,Ferrari,4.0,4.0,4,Finished,12.0,2025,Japanese Grand Prix,3
RUS,Mercedes,5.0,5.0,5,Finished,10.0,2025,Japanese Grand Prix,3
ANT,Mercedes,6.0,6.0,6,Finished,8.0,2025,Japanese Grand Prix,3
HAM,Ferrari,8.0,7.0,7,Finished,6.0,2025,Japanese Grand Prix,3
HAD,Racing Bulls,7.0,8.0,8,Finished,4.0,2025,Japanese Grand Prix,3
ALB,Williams,9.0,9.0,9,Finished,2.0,2025,Japanese Grand Prix,3
BEA,Haas F1 Team,10.0,10.0,10,Finished,1.0,2025,Japanese Grand Prix,3
